Appliances,lights,T2,T6,T_out,Windspeed,RH_1,T3,RH_6,RH_8,RH_out
240,20,21.0,6.0,5.8,6.66666666666667,44.36,20.5,84.1266666666667,48.95,87.3333333333333
60,20,21.0,6.0,5.85,6.8333333333333295,44.2,20.5,84.06,49.23,87.1666666666667
60,20,21.0,5.96666666666667,5.9,7.0,44.2,20.4175,84.79,49.43,87.0
60,20,21.0,5.9,5.8,6.8333333333333295,44.2,20.39,85.5966666666667,49.89,87.8333333333333
50,10,21.0,5.763333333333329,5.7,6.66666666666667,44.2,20.29,86.26,50.1633333333333,88.6666666666667
70,20,20.9266666666667,5.6233333333333295,5.6,6.5,44.23,20.29,86.59333333333329,50.463333333333296,89.5
60,20,20.89,5.59,5.5,6.3333333333333295,44.363333333333294,20.29,87.49666666666668,50.723333333333294,90.3333333333333
40,20,20.79,5.59,5.4,6.16666666666667,44.433333333333294,20.23,87.8966666666667,50.963333333333296,91.1666666666667
40,10,20.79,5.59,5.3,6.0,44.56,20.2,88.6333333333333,51.1633333333333,92.0
30,20,20.7,5.53,5.26666666666667,6.0,44.8266666666667,20.2,89.0266666666667,51.5,92.0
40,20,20.6333333333333,5.53,5.23333333333333,6.0,44.9666666666667,20.1666666666667,89.4,51.56,92.0
50,20,20.6,5.53,5.2,6.0,45.09,20.1,89.19333333333331,51.86,92.0
310,10,20.6,5.4,5.16666666666667,6.0,45.09,20.1,89.4,52.0,92.0
380,20,20.5,5.2,5.133333333333329,6.0,45.23,20.1,88.98999999999998,52.09,92.0
380,20,20.5,4.86666666666667,5.1,6.0,45.3725,20.1,89.06333333333329,52.1633333333333,92.0
370,20,20.39,4.93333333333333,5.11666666666667,5.8333333333333295,45.4,20.1,91.16,52.5,92.0
120,10,20.39,5.0,5.133333333333329,5.66666666666667,45.59,20.1,91.43333333333328,52.9,92.0
50,0,20.29,4.86666666666667,5.15,5.5,45.59,20.1666666666667,91.26,53.5,92.0
40,0,20.23,4.72666666666667,5.16666666666667,5.3333333333333295,45.66666666666671,20.1333333333333,91.59333333333329,53.96,92.0
50,0,20.2,4.46666666666667,5.18333333333333,5.16666666666667,46.06,20.2,91.76,54.463333333333296,92.0
40,0,20.2,4.3333333333333295,5.2,5.0,46.2,20.1666666666667,91.76,54.7225,92.0
50,0,20.1,4.15666666666667,5.133333333333329,4.8333333333333295,46.2,20.125,91.8333333333333,54.9666666666667,92.0
50,0,20.1,4.15666666666667,5.06666666666667,4.66666666666667,46.26,20.1333333333333,92.5666666666667,54.9666666666667,92.0
50,0,20.0,4.3333333333333295,5.0,4.5,46.2,20.2,93.53,54.9,92.0
40,0,20.0,4.3333333333333295,4.93333333333333,4.3333333333333295,46.2,20.2,93.32333333333328,54.863333333333294,92.0
40,0,20.0,4.19,4.86666666666667,4.16666666666667,46.1266666666667,20.2,93.1266666666667,54.79,92.0
30,0,19.89,4.06333333333333,4.8,4.0,46.0666666666667,20.2,92.8666666666667,54.9,92.0
20,0,19.823333333333295,3.8633333333333297,4.81666666666667,4.3333333333333295,46.2,20.29,92.96666666666668,54.9666666666667,92.1666666666667
20,0,19.79,3.79,4.8333333333333295,4.66666666666667,46.29,20.29,93.09333333333329,55.09,92.3333333333333
40,0,19.79,3.895,4.85,5.0,46.23,20.2,94.045,55.03,92.5
50,0,19.76,4.19,4.86666666666667,5.3333333333333295,46.29,20.2,94.6566666666667,54.863333333333294,92.6666666666667
50,0,19.7,4.263333333333329,4.883333333333329,5.66666666666667,46.363333333333294,20.2,94.79666666666668,54.73,92.8333333333333
40,0,19.7,4.463333333333329,4.9,6.0,46.5,20.26,95.03,54.56,93.0
50,0,19.6333333333333,4.59,4.91666666666667,5.8333333333333295,46.545,20.29,95.03,54.5,92.6666666666667
40,0,19.6,4.72666666666667,4.93333333333333,5.66666666666667,46.5,20.29,94.8666666666667,54.5,92.3333333333333
40,0,19.6,4.8,4.95,5.5,46.433333333333294,20.29,94.7266666666667,54.5,92.0
40,0,19.566666666666695,4.8,4.96666666666667,5.3333333333333295,46.56,20.29,94.49333333333328,54.4,91.6666666666667
60,0,19.5,4.8,4.98333333333333,5.16666666666667,46.363333333333294,20.29,94.2266666666667,54.4,91.3333333333333
50,0,19.5,4.8,5.0,5.0,46.363333333333294,20.29,94.1266666666667,54.29,91.0
50,0,19.4266666666667,4.8,4.98333333333333,4.8333333333333295,46.5,20.29,94.0,54.23,91.6666666666667
40,0,19.39,4.763333333333329,4.96666666666667,4.66666666666667,46.36,20.29,93.56333333333329,54.045,92.3333333333333
40,0,19.39,4.763333333333329,4.95,4.5,46.29,20.3566666666667,94.02333333333328,54.0,93.0
40,0,19.39,4.8333333333333295,4.93333333333333,4.3333333333333295,46.29,20.39,94.7266666666667,54.0,93.6666666666667
40,0,19.39,4.8333333333333295,4.91666666666667,4.16666666666667,46.23,20.323333333333295,95.0,53.9,94.3333333333333
50,0,19.29,4.9,4.9,4.0,46.23,20.323333333333295,95.53,53.8266666666667,95.0
70,10,19.29,4.9975,4.93333333333333,4.16666666666667,46.23,20.323333333333295,95.82,53.79,94.6666666666667
40,0,19.29,5.09,4.96666666666667,4.3333333333333295,46.43,20.29,96.03,53.79,94.3333333333333
30,0,19.29,5.0,5.0,4.5,46.6266666666667,20.29,95.9,53.76,94.0
20,10,19.218,5.0,5.03333333333333,4.66666666666667,46.7,20.29,95.96666666666668,53.7,93.6666666666667
30,0,19.2,4.96666666666667,5.06666666666667,4.8333333333333295,46.863333333333294,20.29,95.93333333333328,53.875,93.3333333333333
40,10,19.2,4.9,5.1,5.0,46.863333333333294,20.2,95.93333333333328,54.0,93.0
50,10,19.2,4.93333333333333,5.1,5.0,46.93,20.2,96.09,54.06,92.6666666666667
60,20,19.2,4.93333333333333,5.1,5.0,46.79,20.1666666666667,96.09,53.8,92.3333333333333
60,20,19.175,5.0,5.1,5.0,46.895,20.1,96.09,53.15,92.0
70,20,19.1,5.0,5.1,5.0,47.4266666666667,20.1,96.09,52.8,91.6666666666667
60,30,19.1,5.0,5.1,5.0,48.3666666666667,20.1,96.09,52.363333333333294,91.3333333333333
140,20,19.1,5.06,5.1,5.0,48.66666666666671,20.2,96.1566666666667,51.963333333333296,91.0
110,30,19.066666666666695,5.09,5.05,5.0,48.533333333333296,20.1333333333333,96.0266666666667,51.6333333333333,91.0
90,10,19.0222222222222,5.09,5.0,5.0,50.0,20.15,95.76,51.395,91.0
60,0,19.1,5.0,4.95,5.0,48.7333333333333,20.1,95.4566666666667,51.045,91.0
60,0,19.033333333333296,4.7933333333333294,4.9,5.0,48.0266666666667,20.1,94.79,50.76,91.0
60,0,19.0,4.46666666666667,4.85,5.0,47.6333333333333,20.1,94.1933333333333,50.645,91.0
50,0,19.0,4.2975,4.8,5.0,47.0633333333333,20.1,94.45,50.42,91.0
60,0,19.0,4.06333333333333,4.883333333333329,5.0,46.6566666666667,20.1,94.1933333333333,50.1566666666667,91.0
50,0,19.0,4.03,4.96666666666667,5.0,46.33333333333329,20.1,94.6666666666667,50.0266666666667,91.0
30,0,19.0,4.09,5.05,5.0,46.0666666666667,20.1,95.0,49.8266666666667,91.0
40,0,18.963333333333296,4.1233333333333295,5.133333333333329,5.0,45.863333333333294,20.033333333333296,95.3966666666667,49.6633333333333,91.0
30,0,18.963333333333296,4.263333333333329,5.21666666666667,5.0,45.79,20.0,95.79666666666668,49.59,91.0
260,0,18.89,4.463333333333329,5.3,5.0,45.6633333333333,20.0,96.26,49.4666666666667,91.0
500,0,18.89,4.73,5.48333333333333,5.0,45.59,19.89,96.46666666666668,49.4,90.1666666666667
450,0,18.9266666666667,5.03,5.66666666666667,5.0,47.793333333333294,19.89,96.56,49.26,89.3333333333333
50,10,19.0,5.15666666666667,5.85,5.0,48.793333333333294,19.89,96.5,49.2,88.5
60,0,19.033333333333296,5.3333333333333295,6.03333333333333,5.0,47.94,19.963333333333296,96.56,49.09,87.6666666666667
60,0,19.033333333333296,5.4,6.21666666666667,5.0,47.16,19.9266666666667,96.29333333333328,49.09,86.8333333333333
50,0,19.033333333333296,5.53,6.4,5.0,46.7666666666667,20.0,96.19,49.0,86.0
50,0,19.1,5.79666666666667,6.5,5.3333333333333295,46.2966666666667,20.0,96.19,48.933333333333294,85.1666666666667
50,0,19.1,5.8333333333333295,6.6,5.66666666666667,45.963333333333296,19.9266666666667,95.02333333333328,48.59,84.3333333333333
60,0,19.1,5.96666666666667,6.7,6.0,46.223333333333294,19.945,94.56333333333329,48.463333333333296,83.5
60,0,19.1,6.245,6.8,6.3333333333333295,45.963333333333296,19.89,93.745,48.19,82.6666666666667
60,0,19.15,6.43333333333333,6.9,6.66666666666667,45.723333333333294,19.89,91.23,47.9666666666667,81.8333333333333
60,0,19.2,6.5,7.0,7.0,45.6633333333333,19.963333333333296,88.8966666666667,47.8266666666667,81.0
190,0,19.2,6.59,7.0833333333333295,7.0,45.5,19.963333333333296,85.4633333333333,47.59,80.6666666666667
220,0,19.2,6.65666666666667,7.16666666666667,7.0,45.69333333333329,20.0,84.3966666666667,47.545,80.3333333333333
170,0,19.2,6.93333333333333,7.25,7.0,45.4,20.0,83.09999999999998,47.3522222222222,80.0
390,0,19.2,7.12666666666667,7.3333333333333295,7.0,45.3266666666667,19.963333333333296,82.8933333333333,47.2,79.6666666666667
90,0,19.2,7.43333333333333,7.416666666666669,7.0,45.3266666666667,19.89,82.3333333333333,47.2,79.3333333333333
60,0,19.2,7.5,7.5,7.0,46.9933333333333,19.89,81.0,47.1266666666667,79.0
290,0,19.1,7.4,7.416666666666669,7.16666666666667,46.43,19.89,80.36,47.23,79.3333333333333
130,0,19.1,7.46666666666667,7.3333333333333295,7.3333333333333295,46.03,19.89,80.36,47.29,79.6666666666667
140,0,19.1,7.656666666666669,7.25,7.5,45.363333333333294,19.89,78.79,47.33,80.0
240,0,19.1,7.53,7.16666666666667,7.666666666666669,44.963333333333296,19.89,78.18999999999998,47.2825,80.3333333333333
50,0,19.1,7.6233333333333295,7.0833333333333295,7.8333333333333295,44.76,19.89,78.73,47.1371428571429,80.6666666666667
60,0,19.1,7.69,7.0,8.0,44.595,19.89,77.1966666666667,47.0113333333333,81.0
60,0,19.1,7.559999999999999,6.98333333333333,7.5,44.433333333333294,19.89,76.3233333333333,46.91666666666671,80.1666666666667
60,0,19.1,7.43333333333333,6.96666666666667,7.0,44.26,19.89,76.4633333333333,46.863333333333294,79.3333333333333
370,0,19.1,7.295,6.95,6.5,44.2,19.89,77.4,46.79,78.5
200,0,19.033333333333296,6.9,6.93333333333333,6.0,44.06,19.945,77.6333333333333,47.0,77.6666666666667
70,0,19.0,6.96666666666667,6.91666666666667,5.5,44.06,19.89,78.82666666666668,46.933333333333294,76.8333333333333
50,0,19.0,6.96666666666667,6.9,5.0,44.09,19.89,79.48999999999998,47.0,76.0
40,0,19.0,6.8333333333333295,6.8,4.8333333333333295,44.03,19.89,78.7566666666667,47.0,77.0
40,0,18.9266666666667,6.36666666666667,6.7,4.66666666666667,43.9,19.89,79.06,46.9,78.0
30,0,19.033333333333296,6.43333333333333,6.6,4.5,43.9,19.89,82.5333333333333,46.6725,79.0
30,0,19.1,6.93333333333333,6.5,4.3333333333333295,43.863333333333294,19.89,81.0266666666667,46.53,80.0
30,0,19.1333333333333,7.0,6.4,4.16666666666667,43.863333333333294,19.89,76.8333333333333,46.223333333333294,81.0
30,0,19.2,6.93333333333333,6.3,4.0,43.79,19.89,75.1333333333333,45.980833333333294,82.0
40,0,19.1363636363636,6.72666666666667,6.3333333333333295,4.5,43.73,19.89,75.3333333333333,45.8877777777778,80.8333333333333
50,0,19.13,6.52666666666667,6.36666666666667,5.0,43.56,19.89,73.76,45.81,79.6666666666667
40,0,19.1,6.3333333333333295,6.4,5.5,43.433333333333294,19.89,73.5,45.79,78.5
40,0,19.0375,6.1233333333333295,6.43333333333333,6.0,43.1633333333333,19.823333333333295,75.7,45.7245454545455,77.3333333333333
40,0,19.007692307692295,6.19,6.46666666666667,6.5,43.03,19.79,76.3666666666667,45.711875,76.1666666666667
60,0,19.0,6.15666666666667,6.5,7.0,42.83333333333329,19.79,76.8933333333333,45.79,75.0
60,10,19.0,6.09,6.31666666666667,7.0,42.6725,19.79,77.56,45.808333333333294,76.6666666666667
210,20,18.99,6.09,6.133333333333329,7.0,42.53,19.79,77.995,45.9,78.3333333333333
380,20,18.9022222222222,6.06,5.95,7.0,43.4966666666667,19.823333333333295,78.7,46.0,80.0
370,40,18.89,5.93333333333333,5.76666666666667,7.0,42.963333333333296,19.89,81.0333333333333,46.0,81.6666666666667
230,30,18.89,5.52666666666667,5.5833333333333295,7.0,43.16,19.89,82.8933333333333,46.1266666666667,83.3333333333333
80,40,18.8566666666667,5.26,5.4,7.0,43.9,19.79,83.4333333333333,46.33333333333329,85.0
90,30,18.8566666666667,5.06,5.3,6.8333333333333295,43.7,19.79,84.2566666666667,46.6266666666667,86.0
70,20,18.9266666666667,4.93333333333333,5.2,6.66666666666667,43.76,19.79,85.06333333333329,46.83333333333329,87.0
40,10,19.0,4.93333333333333,5.1,6.5,44.0,19.79,86.4566666666667,47.0266666666667,88.0
40,0,19.2,5.0,5.0,6.3333333333333295,44.26,19.89,87.66333333333331,46.9,89.0
30,0,19.245,4.9,4.9,6.16666666666667,44.2,19.89,88.6333333333333,46.7675,90.0
50,0,19.29,4.9,4.8,6.0,44.1266666666667,19.79,89.4266666666667,46.645,91.0
50,0,19.37,4.86666666666667,4.75,6.16666666666667,44.06,19.79,90.2266666666667,46.5,91.3333333333333
60,0,19.39,4.86666666666667,4.7,6.3333333333333295,44.0,19.79,90.8933333333333,46.56,91.6666666666667
50,0,19.39,4.93333333333333,4.65,6.5,43.9,19.79,91.4,46.9,92.0
60,0,19.39,4.93333333333333,4.6,6.66666666666667,43.8266666666667,19.79,91.26,47.1266666666667,92.3333333333333
60,0,19.39,4.62666666666667,4.55,6.8333333333333295,43.73,19.79,90.96333333333328,47.26,92.6666666666667
60,0,19.39,4.4,4.5,7.0,43.73,19.79,91.2725,47.3266666666667,93.0
50,0,19.3566666666667,4.36666666666667,4.53333333333333,6.8333333333333295,43.49,19.79,92.46,47.4,92.6666666666667
50,0,19.29,4.53,4.56666666666667,6.66666666666667,43.29,19.79,93.19,47.4,92.3333333333333
50,0,19.29,4.59,4.6,6.5,43.145,19.79,93.19,47.4,92.0
50,0,19.26,4.56,4.633333333333329,6.3333333333333295,43.06,19.79,93.06,47.4,91.6666666666667
50,0,19.2,4.36666666666667,4.66666666666667,6.16666666666667,43.0,19.79,92.93333333333328,47.4,91.3333333333333
60,0,19.2,4.263333333333329,4.7,6.0,42.863333333333294,19.79,93.3666666666667,47.4,91.0
60,0,19.2,4.263333333333329,4.8,6.16666666666667,42.79,19.79,93.8933333333333,47.3266666666667,90.5
40,0,19.1,4.4,4.9,6.3333333333333295,42.7,19.79,94.26333333333329,47.29,90.0
30,0,19.1,4.46666666666667,5.0,6.5,42.6266666666667,19.79,94.3966666666667,47.29,89.5
30,20,19.0444444444444,4.6233333333333295,5.1,6.66666666666667,42.59,19.73,94.4,47.29,89.0
30,10,19.0,4.69,5.2,6.8333333333333295,42.723333333333294,19.7,94.26,47.4816666666667,88.5
40,0,19.0,4.8333333333333295,5.3,7.0,42.76,19.7,94.3966666666667,47.705454545454494,88.0
50,10,19.0,4.96666666666667,5.3333333333333295,6.8333333333333295,42.7,19.7,94.59,48.3425,87.3333333333333
50,0,19.0,5.09,5.36666666666667,6.66666666666667,42.7,19.7,94.6266666666667,48.8417647058824,86.6666666666667
50,0,18.910625,5.09,5.4,6.5,42.6266666666667,19.73,94.29333333333328,49.3227272727273,86.0
40,0,18.89,5.19,5.43333333333333,6.3333333333333295,43.0,19.79,93.63333333333328,49.664375,85.3333333333333
50,0,18.89,5.2725,5.46666666666667,6.16666666666667,43.0,19.79,92.47,50.0590909090909,84.6666666666667
40,0,18.89,5.36666666666667,5.5,6.0,43.0,19.79,90.8,50.39,84.0
40,0,18.8081818181818,5.5,5.5833333333333295,6.3333333333333295,43.0,19.79,89.09999999999998,50.5671428571429,83.3333333333333
40,0,18.79,5.56,5.66666666666667,6.66666666666667,43.09,19.79,87.3666666666667,50.8828571428571,82.6666666666667
40,0,18.79,5.69,5.75,7.0,43.09,19.79,85.43,51.25,82.0
50,0,18.79,5.69,5.8333333333333295,7.3333333333333295,43.145,19.79,84.62333333333329,51.465,81.3333333333333
50,0,18.775,5.8,5.91666666666667,7.666666666666669,43.2,19.89,83.82666666666668,51.59,80.6666666666667
50,0,18.7,5.86666666666667,6.0,8.0,43.2,19.89,82.56,51.63125,80.0
30,0,18.7,6.0,5.883333333333329,8.0,43.2,19.89,80.9566666666667,51.7942857142857,81.3333333333333
20,0,18.7,6.0,5.76666666666667,8.0,43.26,19.89,80.68999999999998,51.925,82.6666666666667
30,0,18.690909090909095,5.73,5.65,8.0,43.29,19.89,84.0333333333333,52.1855555555556,84.0
20,0,18.6777777777778,5.53,5.53333333333333,8.0,43.363333333333294,19.89,86.56,52.25,85.3333333333333
40,0,18.6428571428571,5.5,5.41666666666667,8.0,43.4,19.823333333333295,87.4566666666667,52.3214285714286,86.6666666666667
50,0,18.6,5.56,5.3,8.0,43.4666666666667,19.79,86.33,52.29,88.0
60,0,18.6,5.5,5.3,8.0,43.5,19.79,86.32666666666668,52.433333333333294,88.5
50,0,18.6,5.43333333333333,5.3,8.0,43.56,19.79,87.46666666666668,52.6333333333333,89.0
40,0,18.588888888888896,5.4,5.3,8.0,43.59,19.8566666666667,89.32666666666668,53.1733333333333,89.5
40,0,18.5,5.4,5.3,8.0,43.59,19.89,89.97,53.4666666666667,90.0
50,0,18.5,5.4,5.3,8.0,43.7,19.89,89.8333333333333,54.00625,90.5
40,0,18.5,5.4,5.3,8.0,43.76,19.89,89.26333333333329,54.55714285714289,91.0
40,0,18.5,5.46666666666667,5.3333333333333295,8.0,43.7,19.89,89.18999999999998,54.8477777777778,90.6666666666667
50,0,18.5,5.5,5.36666666666667,8.0,43.76,19.89,88.3933333333333,55.0,90.3333333333333
50,0,18.5,5.56,5.4,8.0,43.79,19.89,87.32666666666668,54.9444444444444,90.0
50,0,18.5,5.59,5.43333333333333,8.0,43.863333333333294,19.89,86.06,54.9611111111111,89.6666666666667
40,0,18.4830769230769,5.65666666666667,5.46666666666667,8.0,43.9,19.963333333333296,86.0,54.8816666666667,89.3333333333333
30,0,18.4938888888889,5.69,5.5,8.0,43.933333333333294,19.89,85.3333333333333,54.765,89.0
20,0,18.4205555555556,5.69,5.48333333333333,8.0,44.0,19.89,85.06,54.6572222222222,89.0
20,0,18.3961111111111,5.69,5.46666666666667,8.0,44.0,19.89,84.76,54.545,89.0
20,0,18.39,5.69,5.45,8.0,44.0,19.89,84.6333333333333,54.4327777777778,89.0
50,0,18.39,5.72666666666667,5.43333333333333,8.0,44.09,19.823333333333295,83.1966666666667,54.2922222222222,89.0
50,0,18.3718181818182,5.8,5.41666666666667,8.0,44.09,19.79,82.2566666666667,54.205,89.0
50,0,18.307647058823495,5.8333333333333295,5.4,8.0,44.03,19.79,80.98999999999998,54.1492307692308,89.0
40,0,18.3429411764706,5.8333333333333295,5.36666666666667,8.0,44.09,19.823333333333295,80.1966666666667,54.09,89.1666666666667
40,0,18.34,5.8,5.3333333333333295,8.0,44.09,19.823333333333295,80.14,54.09,89.3333333333333
50,0,18.29,5.763333333333329,5.3,8.0,44.09,19.89,79.73,54.015,89.5
40,0,18.29,5.6233333333333295,5.26666666666667,8.0,44.09,19.89,79.8633333333333,53.9277777777778,89.6666666666667
50,0,18.29,5.6233333333333295,5.23333333333333,8.0,44.1633333333333,19.89,80.0266666666667,53.8572222222222,89.8333333333333
50,0,18.273125,5.69,5.2,8.0,44.2,19.89,79.6333333333333,53.784375,90.0
50,0,18.29,5.56,5.16666666666667,7.8333333333333295,44.2,19.89,78.83,53.7257142857143,90.0
40,0,18.245,5.43333333333333,5.133333333333329,7.666666666666669,44.2,19.89,78.43,53.6633333333333,90.0
40,0,18.2,5.22666666666667,5.1,7.5,44.2,19.963333333333296,78.8233333333333,53.59,90.0
50,0,18.2,5.36666666666667,5.06666666666667,7.3333333333333295,44.23,19.89,78.9633333333333,53.5,90.0
20,0,18.2,5.5,5.03333333333333,7.16666666666667,44.29,19.9266666666667,78.6333333333333,53.42,90.0
20,0,18.2,5.56,5.0,7.0,44.29,19.9266666666667,78.3666666666667,53.3870588235294,90.0
50,0,18.2,5.59,5.01666666666667,6.8333333333333295,44.365,19.89,78.59999999999998,53.2984615384615,89.8333333333333
30,10,18.2,5.59,5.03333333333333,6.66666666666667,44.723333333333294,19.815,78.9333333333333,53.29,89.6666666666667
50,10,18.2,5.59,5.05,6.5,45.03,19.73,79.15999999999998,53.2536363636364,89.5
50,10,18.1727272727273,5.53,5.06666666666667,6.3333333333333295,45.09,19.7,79.29999999999998,53.1645454545455,89.3333333333333
200,0,18.1818181818182,5.53,5.0833333333333295,6.16666666666667,45.0,19.7,79.46666666666668,53.2642857142857,89.1666666666667
110,10,18.15,5.59,5.1,6.0,45.0,19.6,79.3333333333333,53.14,89.0
80,10,18.1,5.59,5.0833333333333295,5.8333333333333295,44.6333333333333,19.533333333333296,79.34999999999998,52.8266666666667,89.1666666666667
50,0,18.1,5.59,5.06666666666667,5.66666666666667,44.5,19.5,79.4,52.3,89.3333333333333
50,0,18.05,5.59,5.05,5.5,44.59,19.5,79.59333333333329,51.895,89.5
50,0,18.1,5.59,5.03333333333333,5.3333333333333295,44.53,19.5,79.8966666666667,51.4975,89.6666666666667
40,0,18.1,5.59,5.01666666666667,5.16666666666667,44.363333333333294,19.5,80.09,51.0666666666667,89.8333333333333
40,0,18.0,5.59,5.0,5.0,44.23,19.5,79.8966666666667,50.9,90.0
30,0,18.0,5.59,5.0,4.8333333333333295,44.06,19.5,79.49666666666668,50.56,89.6666666666667
180,20,18.0,5.56,5.0,4.66666666666667,43.933333333333294,19.5,79.4,50.2925,89.3333333333333
350,30,18.0,5.5,5.0,4.5,43.9,19.4266666666667,79.4,50.03,89.0
350,20,18.0,5.46666666666667,5.0,4.3333333333333295,43.9,19.39,79.06,49.76,88.6666666666667
300,30,18.0,5.4,5.0,4.16666666666667,44.0,19.39,79.1266666666667,49.6266666666667,88.3333333333333
400,20,18.066666666666695,5.5,5.0,4.0,44.06,19.39,79.1566666666667,49.363333333333294,88.0
390,30,18.1333333333333,5.5,5.0,4.16666666666667,44.23,19.463333333333296,79.09,49.23,88.0
290,30,18.26,5.59,5.0,4.3333333333333295,44.3975,19.5,78.9933333333333,49.1333333333333,88.0
60,30,18.323333333333295,5.59,5.0,4.5,44.5,19.5,78.65999999999998,48.933333333333294,88.0
70,20,18.463333333333296,5.59,5.0,4.66666666666667,44.5,19.4266666666667,79.46666666666668,49.1633333333333,88.0
110,30,18.533333333333296,5.59,5.0,4.8333333333333295,44.36,19.463333333333296,79.9933333333333,49.223333333333294,88.0
90,20,18.6,5.45,5.0,5.0,44.06,19.39,80.39,49.5266666666667,88.0
60,20,18.6,5.53,5.0833333333333295,5.0,44.06,19.39,80.9333333333333,49.2666666666667,86.8333333333333
70,20,18.6666666666667,5.65666666666667,5.16666666666667,5.0,44.09,19.463333333333296,80.7266666666667,48.995,85.6666666666667
80,20,18.7,5.72666666666667,5.25,5.0,44.1633333333333,19.5,79.8933333333333,48.6633333333333,84.5
60,0,18.76,5.86666666666667,5.3333333333333295,5.0,44.39,19.5,77.09999999999998,48.463333333333296,83.3333333333333
40,10,18.79,5.9,5.41666666666667,5.0,44.7966666666667,19.5,74.8666666666667,48.1633333333333,82.1666666666667
30,10,18.79,5.9,5.5,5.0,45.1633333333333,19.5,75.7266666666667,47.89,81.0
70,10,18.7,5.93333333333333,5.5833333333333295,5.16666666666667,45.03,19.39,76.0,47.7,80.1666666666667
50,10,18.7,6.06,5.66666666666667,5.3333333333333295,45.7333333333333,19.39,76.1266666666667,47.5666666666667,79.3333333333333
